keyword,Date,freq
news,2016-06-15,2
news,2016-06-22,1
news,2016-06-29,3
news,2016-07-06,3
news,2016-07-13,1
news,2016-07-20,1
news,2016-07-27,1
news,2016-08-10,1
news,2016-08-17,1
news,2016-08-24,5
news,2016-08-31,1
news,2016-09-07,4
news,2016-09-21,3
news,2016-09-28,1
news,2016-10-12,2
news,2016-10-19,2
news,2016-10-26,1
news,2016-11-23,2
news,2016-12-07,1
news,2016-12-28,2
one,2016-01-13,1
one,2016-01-20,3
one,2016-01-27,1
one,2016-02-03,1
one,2016-02-17,1
one,2016-02-24,1
one,2016-03-09,1
one,2016-03-30,1
one,2016-04-06,2
one,2016-04-20,1
one,2016-04-27,2
one,2016-05-04,1
one,2016-05-18,4
one,2016-05-25,1
one,2016-06-01,1
one,2016-06-08,1
one,2016-06-15,2
one,2016-06-22,3
one,2016-07-06,1
one,2016-07-13,1
one,2016-08-03,2
one,2016-08-24,2
one,2016-09-07,1
one,2016-10-05,3
one,2016-10-12,2
one,2016-11-23,2
one,2016-11-30,1
one,2016-12-07,1
one,2016-12-14,1
one,2016-12-21,2
one,2016-12-28,2
school,2016-01-20,2
school,2016-01-27,1
school,2016-03-02,1
school,2016-03-16,1
school,2016-05-04,1
school,2016-05-11,1
school,2016-05-18,2
school,2016-07-20,1
school,2016-08-03,2
school,2016-08-10,4
school,2016-08-17,3
school,2016-08-24,2
school,2016-08-31,1
school,2016-09-07,3
school,2016-09-14,1
school,2016-09-28,2
school,2016-10-05,1
school,2016-10-12,1
school,2016-10-19,1
school,2016-11-09,1
school,2016-11-23,2
closings,2016-01-20,1
travel,2016-01-20,1
travel,2016-03-02,1
travel,2016-03-23,1
travel,2016-04-13,1
travel,2016-06-15,1
travel,2016-06-29,1
travel,2016-08-03,1
travel,2016-10-26,2
travel,2016-11-02,1
tuesday,2016-01-20,1
tuesday,2016-02-10,1
tuesday,2016-03-02,2
tuesday,2016-03-16,2
tuesday,2016-03-23,1
tuesday,2016-04-13,1
tuesday,2016-04-27,1
tuesday,2016-05-11,1
tuesday,2016-06-29,2
tuesday,2016-07-27,1
tuesday,2016-09-07,2
tuesday,2016-09-21,1
tuesday,2016-10-12,1
tuesday,2016-12-28,1
soy,2016-01-20,1
de,2016-01-13,1
de,2016-01-20,1
de,2016-01-27,1
de,2016-02-03,1
de,2016-02-10,1
de,2016-02-17,2
de,2016-02-24,1
de,2016-03-02,1
de,2016-03-09,1
de,2016-03-23,1
de,2016-03-30,2
de,2016-04-13,3
de,2016-05-04,3
de,2016-05-18,1
de,2016-06-01,1
de,2016-06-08,2
de,2016-06-22,1
de,2016-06-29,1
de,2016-07-20,2
de,2016-07-27,2
de,2016-08-31,2
de,2016-09-07,1
de,2016-09-21,1
de,2016-09-28,2
de,2016-10-05,3
de,2016-10-12,2
de,2016-10-19,1
de,2016-11-02,1
de,2016-11-30,1
de,2016-12-07,1
de,2016-12-14,1
de,2016-12-21,1
de,2016-12-28,1
esos,2016-01-20,1
que,2016-01-20,1
que,2016-03-16,1
que,2016-04-06,1
que,2016-05-18,1
que,2016-06-01,1
que,2016-07-13,1
que,2016-08-03,1
que,2016-09-28,1
que,2016-10-05,2
u,2016-01-20,1
u,2016-02-17,1
u,2016-03-09,1
u,2016-04-13,1
u,2016-06-22,2
u,2016-06-29,1
u,2016-07-13,1
u,2016-09-28,1
u,2016-10-12,2
u,2016-10-26,1
u,2016-12-28,1
ihrfg2016sf,2016-01-20,1
chip,2016-01-20,2
chip,2016-02-17,1
chip,2016-02-24,1
kelly,2016-01-20,3
kelly,2016-01-27,1
kelly,2016-03-16,1
kelly,2016-04-20,1
kelly,2016-06-08,2
kelly,2016-07-27,1
kelly,2016-08-17,1
kelly,2016-09-07,1
kelly,2016-10-26,1
kelly,2016-11-02,1
kelly,2016-12-07,2
aldo,2016-01-20,1
visit,2016-01-13,1
visit,2016-01-20,1
visit,2016-02-03,1
visit,2016-06-01,1
idaho,2016-01-20,1
stl,2016-01-13,1
stl,2016-01-20,1
stl,2016-02-03,1
stl,2016-02-10,1
stl,2016-02-17,1
stl,2016-02-24,1
stl,2016-03-30,1
stl,2016-04-27,2
stl,2016-05-11,1
stl,2016-06-01,1
stl,2016-07-06,1
stl,2016-07-13,1
stl,2016-07-20,1
stl,2016-09-14,1
stl,2016-10-12,1
stl,2016-11-02,1
wx,2016-01-20,6
wx,2016-02-03,3
wx,2016-02-10,2
wx,2016-02-17,1
wx,2016-02-24,7
wx,2016-03-09,4
wx,2016-03-16,2
wx,2016-03-23,4
wx,2016-03-30,2
wx,2016-04-06,1
wx,2016-04-13,2
wx,2016-04-27,7
wx,2016-05-11,2
wx,2016-05-25,2
wx,2016-06-01,1
wx,2016-06-15,1
wx,2016-06-22,1
wx,2016-06-29,2
wx,2016-07-13,2
wx,2016-07-20,3
wx,2016-08-24,2
wx,2016-09-14,1
wx,2016-10-05,1
wx,2016-11-30,2
stl2jc,2016-01-20,1
franklin,2016-01-20,2
franklin,2016-12-28,1
support,2016-01-20,1
support,2016-05-25,1
support,2016-10-05,1
support,2016-10-12,1
support,2016-11-30,1
indie,2016-01-20,1
indie,2016-01-27,1
indie,2016-04-06,1
indie,2016-04-13,1
indie,2016-05-18,1
indie,2016-05-25,1
indie,2016-08-24,1
indie,2016-09-21,1
indie,2016-10-05,1
indie,2016-12-14,1
film,2016-01-20,1
film,2016-02-24,1
film,2016-03-16,1
film,2016-03-23,1
film,2016-04-20,1
film,2016-05-04,1
film,2016-05-25,1
film,2016-06-01,1
film,2016-06-29,1
film,2016-07-27,1
film,2016-08-03,1
film,2016-09-07,1
film,2016-09-14,1
film,2016-09-21,1
film,2016-12-07,1
film,2016-12-21,1
film,2016-12-28,1
lhh,2016-01-20,1
lhh,2016-04-13,1
lhh,2016-04-27,1
lhh,2016-12-14,1
lhh,2016-12-21,1
ny,2016-01-13,1
ny,2016-01-20,1
ny,2016-02-17,1
ny,2016-03-30,1
ny,2016-04-06,1
ny,2016-04-13,1
ny,2016-04-20,1
ny,2016-04-27,1
ny,2016-05-18,1
ny,2016-06-01,1
ny,2016-06-29,1
ny,2016-07-13,1
ny,2016-07-20,1
ny,2016-08-31,1
ny,2016-09-07,1
ny,2016-09-28,1
ny,2016-12-14,1
ny,2016-12-21,2
valentine,2016-01-20,1
valentine,2016-01-27,1
valentine,2016-02-03,1
valentine,2016-02-10,2
valentine,2016-09-07,1
day,2016-01-13,7
day,2016-01-20,10
day,2016-01-27,5
day,2016-02-03,9
day,2016-02-10,14
day,2016-02-17,5
day,2016-02-24,6
day,2016-03-02,5
day,2016-03-09,6
day,2016-03-16,7
day,2016-03-23,4
day,2016-03-30,12
day,2016-04-06,7
day,2016-04-13,9
day,2016-04-20,5
day,2016-04-27,15
day,2016-05-04,9
day,2016-05-11,6
day,2016-05-18,6
day,2016-05-25,12
day,2016-06-01,5
day,2016-06-08,7
day,2016-06-15,9
day,2016-06-22,6
day,2016-06-29,5
day,2016-07-06,8
day,2016-07-13,6
day,2016-07-20,5
day,2016-07-27,5
day,2016-08-03,6
day,2016-08-10,10
day,2016-08-17,6
day,2016-08-24,6
day,2016-08-31,7
day,2016-09-07,9
day,2016-09-14,2
day,2016-09-21,6
day,2016-09-28,4
day,2016-10-05,9
day,2016-10-12,12
day,2016-10-19,1
day,2016-10-26,4
day,2016-11-02,6
day,2016-11-09,4
day,2016-11-16,4
day,2016-11-23,3
day,2016-11-30,2
day,2016-12-07,5
day,2016-12-21,4
day,2016-12-28,3
romance,2016-01-20,1
romance,2016-07-20,1
hello,2016-01-20,1
hello,2016-08-31,1
many,2016-01-20,1
ca,2016-01-20,2
ca,2016-02-03,2
ca,2016-03-16,1
ca,2016-04-06,1
ca,2016-04-27,1
ca,2016-05-11,1
ca,2016-06-01,1
ca,2016-06-15,1
ca,2016-08-17,1
ca,2016-09-14,1
ca,2016-10-26,1
ca,2016-11-16,2
ca,2016-11-30,1
ca,2016-12-07,1
ca,2016-12-21,1
cote,2016-01-20,1
radio,2016-01-20,1
radio,2016-03-09,1
radio,2016-03-23,1
radio,2016-03-30,1
radio,2016-04-06,1
radio,2016-04-27,1
radio,2016-05-04,1
radio,2016-05-18,1
radio,2016-07-20,1
radio,2016-08-17,1
radio,2016-08-31,1
radio,2016-09-21,2
radio,2016-10-12,1
radio,2016-10-19,1
radio,2016-10-26,1
radio,2016-12-07,1
dancehall,2016-01-20,1
royal,2016-01-20,1
royal,2016-06-15,1
rumble,2016-01-20,1
dirk,2016-01-20,1
dirk,2016-01-27,1
dirk,2016-03-09,1
koetter,2016-01-20,1
koetter,2016-03-09,1
mike,2016-01-20,1
mike,2016-02-17,1
mike,2016-02-24,1
mike,2016-03-09,1
mike,2016-03-16,1
mike,2016-04-06,1
mike,2016-04-27,1
mike,2016-05-11,1
mike,2016-05-18,1
mike,2016-05-25,1
mike,2016-06-01,1
mike,2016-06-15,1
mike,2016-07-20,2
mike,2016-07-27,1
mike,2016-08-03,1
mike,2016-08-10,3
mike,2016-08-24,1
mike,2016-09-07,2
mike,2016-09-14,1
mike,2016-09-21,2
mike,2016-10-05,3
mike,2016-10-12,2
mike,2016-11-16,4
mike,2016-11-30,1
mike,2016-12-07,1
mike,2016-12-14,1
mike,2016-12-21,2
mike,2016-12-28,2
smith,2016-01-13,1
smith,2016-01-20,2
smith,2016-02-03,1
smith,2016-03-02,1
smith,2016-03-09,2
smith,2016-04-13,3
smith,2016-05-11,1
smith,2016-05-25,1
smith,2016-06-15,1
smith,2016-06-22,1
smith,2016-06-29,1
smith,2016-07-06,1
smith,2016-07-13,1
smith,2016-09-14,2
smith,2016-10-19,1
smith,2016-11-09,1
smith,2016-11-30,1
smith,2016-12-14,1
smith,2016-12-21,1
smith,2016-12-28,1
cision,2016-01-20,1
cision,2016-02-24,1
webinar,2016-01-20,1
webinar,2016-02-24,1
webinar,2016-11-09,1
dc,2016-01-20,1
dc,2016-02-03,1
dc,2016-03-02,1
dc,2016-03-30,1
dc,2016-04-13,1
dc,2016-04-20,1
dc,2016-04-27,2
dc,2016-05-11,1
dc,2016-05-25,1
dc,2016-08-03,2
dc,2016-09-21,1
dc,2016-11-09,1
loves,2016-01-20,1
loves,2016-02-17,1
loves,2016-03-02,1
loves,2016-06-29,1
loves,2016-10-19,1
autos,2016-01-20,1
autos,2016-01-27,1
shino,2016-01-20,1
la,2016-01-13,5
la,2016-01-20,2
la,2016-01-27,1
la,2016-02-10,2
la,2016-02-17,2
la,2016-02-24,3
la,2016-03-02,2
la,2016-03-16,1
la,2016-03-23,1
la,2016-03-30,1
la,2016-04-06,1
la,2016-04-13,1
la,2016-04-20,1
la,2016-04-27,1
la,2016-05-04,3
la,2016-05-11,1
la,2016-05-18,1
la,2016-05-25,1
la,2016-06-01,1
la,2016-06-08,2
la,2016-06-15,2
la,2016-06-22,2
la,2016-07-13,3
la,2016-07-20,1
la,2016-07-27,1
la,2016-08-03,2
la,2016-08-10,1
la,2016-08-17,2
la,2016-08-24,3
la,2016-08-31,3
la,2016-09-07,2
la,2016-09-14,2
la,2016-09-21,3
la,2016-09-28,1
la,2016-10-12,1
la,2016-10-19,1
la,2016-10-26,1
la,2016-11-16,1
la,2016-12-07,1
la,2016-12-21,2
jed,2016-01-20,1
york,2016-01-20,1
york,2016-07-13,1
york,2016-08-10,1
york,2016-11-02,1
york,2016-11-30,1
york,2016-12-21,1
mrs,2016-01-20,1
dash,2016-01-20,2
special,2016-01-27,1
special,2016-02-03,1
special,2016-03-16,1
special,2016-04-27,1
special,2016-06-08,1
special,2016-08-03,1
special,2016-11-02,2
peoples,2016-01-27,1
peoples,2016-09-14,1
court,2016-01-27,1
court,2016-03-16,3
court,2016-05-18,2
court,2016-07-13,1
court,2016-08-31,1
court,2016-10-05,1
court,2016-11-16,1
el,2016-01-20,1
el,2016-01-27,1
el,2016-02-03,1
el,2016-02-17,1
el,2016-02-24,1
el,2016-03-16,1
el,2016-03-23,1
el,2016-04-06,1
el,2016-04-20,1
el,2016-05-18,2
el,2016-05-25,2
el,2016-06-01,1
el,2016-06-15,1
el,2016-06-22,2
el,2016-07-06,1
el,2016-08-10,4
el,2016-08-24,1
el,2016-08-31,1
el,2016-09-28,2
el,2016-10-19,1
el,2016-11-23,1
amores,2016-01-27,1
mejor,2016-01-27,1
mejor,2016-08-10,1
cuando,2016-01-13,1
cuando,2016-01-27,1
love,2016-01-13,2
love,2016-01-20,1
love,2016-01-27,2
love,2016-02-03,2
love,2016-02-10,1
love,2016-02-17,2
love,2016-02-24,1
love,2016-03-09,3
love,2016-03-30,2
love,2016-04-06,3
love,2016-04-13,3
love,2016-04-20,1
love,2016-04-27,1
love,2016-05-04,1
love,2016-05-18,1
love,2016-05-25,1
love,2016-06-01,1
love,2016-06-08,4
love,2016-06-15,1
love,2016-07-06,2
love,2016-07-13,3
love,2016-07-20,1
love,2016-07-27,1
love,2016-08-03,2
love,2016-08-10,1
love,2016-08-17,1
love,2016-08-24,2
love,2016-09-07,1
love,2016-09-21,1
love,2016-10-05,2
love,2016-10-12,1
love,2016-10-26,1
love,2016-11-02,1
love,2016-11-09,1
love,2016-11-16,1
love,2016-11-23,1
love,2016-12-28,3
public,2016-01-27,1
public,2016-05-18,1
public,2016-07-13,1
public,2016-07-20,1
public,2016-12-21,1
schools,2016-01-27,1
schools,2016-02-17,1
schools,2016-05-04,1
schools,2016-06-29,1
schools,2016-07-27,1
mario,2016-01-27,1
mario,2016-02-24,1
mario,2016-06-08,1
mario,2016-06-15,1
mario,2016-08-31,1
mario,2016-09-07,1
mario,2016-09-14,1
mario,2016-12-07,1
bautista,2016-01-27,1
bautista,2016-09-21,1
en,2016-01-13,1
en,2016-01-27,1
en,2016-02-10,1
en,2016-03-02,1
en,2016-03-30,1
en,2016-04-13,1
en,2016-04-20,1
en,2016-04-27,1
en,2016-06-01,1
en,2016-07-20,1
en,2016-08-10,1
en,2016-08-17,1
en,2016-08-24,1
en,2016-08-31,1
en,2016-09-07,1
en,2016-09-14,1
en,2016-11-30,1
en,2016-12-21,1
hoy,2016-01-13,1
hoy,2016-01-27,1
hoy,2016-03-30,1
hoy,2016-04-13,1
houston,2016-01-27,1
houston,2016-04-20,1
houston,2016-04-27,1
houston,2016-07-27,1
houston,2016-08-31,1
houston,2016-10-12,1
houston,2016-10-19,1
houston,2016-11-16,1
houston,2016-11-30,1
houston,2016-12-07,1
houston,2016-12-21,1
auto,2016-01-27,1
auto,2016-11-16,1
show,2016-01-27,3
show,2016-02-03,1
show,2016-02-10,3
show,2016-02-17,2
show,2016-03-09,2
show,2016-03-16,1
show,2016-04-27,1
show,2016-05-11,3
show,2016-05-18,2
show,2016-08-03,1
show,2016-08-24,1
show,2016-09-07,1
show,2016-09-14,4
show,2016-09-21,3
show,2016-10-26,1
show,2016-11-16,3
show,2016-11-23,2
show,2016-11-30,1
show,2016-12-07,1
show,2016-12-21,1
honest,2016-01-27,1
honest,2016-06-22,1
product,2016-01-27,1
product,2016-02-03,1
product,2016-03-02,1
product,2016-08-24,1
slogans,2016-01-27,1
slogans,2016-02-10,1
slogans,2016-10-19,1
tc,2016-01-27,1
tc,2016-03-23,1
tc,2016-08-31,1
tc,2016-09-14,1
miami,2016-01-20,2
miami,2016-01-27,1
miami,2016-02-17,2
miami,2016-03-09,1
miami,2016-03-16,1
miami,2016-06-01,1
miami,2016-08-17,1
miami,2016-08-24,1
miami,2016-09-14,1
miami,2016-09-28,1
miami,2016-10-26,1
miami,2016-11-16,1
miami,2016-11-30,1
dade,2016-01-27,1
glaad,2016-01-27,1
awards,2016-01-13,1
awards,2016-01-20,1
awards,2016-01-27,1
awards,2016-02-10,1
awards,2016-02-17,1
awards,2016-02-24,1
awards,2016-03-02,1
awards,2016-03-09,1
awards,2016-03-30,1
awards,2016-04-27,1
awards,2016-06-01,1
awards,2016-06-08,2
awards,2016-06-22,1
awards,2016-08-17,1
awards,2016-09-28,1
awards,2016-10-05,1
awards,2016-10-12,1
awards,2016-12-07,1
awards,2016-12-14,1
awards,2016-12-28,1
mozart,2016-01-27,1
nyc,2016-01-27,1
nyc,2016-03-16,1
nyc,2016-03-23,1
nyc,2016-03-30,1
nyc,2016-04-06,1
nyc,2016-04-27,2
nyc,2016-05-04,1
nyc,2016-05-11,1
nyc,2016-05-18,1
nyc,2016-05-25,1
nyc,2016-07-13,2
nyc,2016-07-27,1
nyc,2016-08-24,1
nyc,2016-10-19,1
nyc,2016-10-26,1
nyc,2016-11-16,1
leg,2016-01-13,1
leg,2016-01-20,4
leg,2016-01-27,4
leg,2016-02-03,2
leg,2016-02-10,1
leg,2016-02-17,3
leg,2016-02-24,1
leg,2016-03-09,2
leg,2016-03-16,1
leg,2016-03-30,2
leg,2016-04-06,1
leg,2016-04-13,1
leg,2016-04-20,3
leg,2016-04-27,1
leg,2016-05-18,4
leg,2016-06-01,1
leg,2016-06-15,2
leg,2016-06-29,1
leg,2016-07-06,1
leg,2016-08-03,2
leg,2016-08-24,1
leg,2016-08-31,1
leg,2016-09-07,1
leg,2016-09-14,3
leg,2016-09-21,1
leg,2016-10-05,1
leg,2016-10-12,2
remember,2016-01-27,1
remember,2016-03-23,1
remember,2016-06-22,1
remember,2016-10-12,1
10,2016-01-13,1
10,2016-01-20,1
10,2016-01-27,1
10,2016-02-17,1
10,2016-03-09,1
10,2016-03-30,1
10,2016-04-13,1
10,2016-04-20,1
10,2016-05-04,1
10,2016-05-18,1
10,2016-06-01,1
10,2016-06-08,1
10,2016-06-15,1
10,2016-06-29,1
10,2016-07-27,1
10,2016-08-31,2
10,2016-09-07,1
10,2016-09-14,1
10,2016-09-28,1
justice,2016-01-27,1
justice,2016-03-16,2
justice,2016-05-11,1
justice,2016-07-06,2
justice,2016-07-20,1
justice,2016-08-03,1
justice,2016-08-10,1
justice,2016-08-24,1
justice,2016-09-14,1
justice,2016-09-21,1
justice,2016-09-28,1
justice,2016-10-19,1
justice,2016-10-26,1
justice,2016-11-23,1
justice,2016-11-30,1
justice,2016-12-21,1
4rasmea,2016-01-27,1
4rasmea,2016-11-23,1
pgashow2016,2016-01-27,1
nuclear,2016-01-27,1
nuclear,2016-06-22,1
summit,2016-01-13,1
summit,2016-01-20,1
summit,2016-01-27,2
summit,2016-02-03,3
summit,2016-02-10,2
summit,2016-02-17,1
summit,2016-02-24,2
summit,2016-03-02,1
summit,2016-03-09,2
summit,2016-03-16,2
summit,2016-03-23,2
summit,2016-03-30,2
summit,2016-04-06,1
summit,2016-04-13,1
summit,2016-04-27,3
summit,2016-05-11,2
summit,2016-05-25,1
summit,2016-06-08,4
summit,2016-06-22,3
summit,2016-07-13,2
summit,2016-07-20,3
summit,2016-07-27,2
summit,2016-08-10,1
summit,2016-08-17,1
summit,2016-08-24,2
summit,2016-08-31,2
summit,2016-09-07,1
summit,2016-09-14,1
summit,2016-09-21,1
summit,2016-10-05,1
summit,2016-10-12,2
summit,2016-10-19,1
summit,2016-10-26,2
summit,2016-11-02,4
summit,2016-11-09,1
summit,2016-11-16,2
movin,2016-01-27,1
still,2016-01-27,1
still,2016-02-24,1
still,2016-03-16,1
still,2016-04-06,1
still,2016-06-01,1
still,2016-06-15,1
still,2016-07-13,1
still,2016-08-10,1
still,2016-10-12,1
still,2016-11-09,1
alive,2016-01-27,1
alive,2016-02-17,1
alive,2016-03-02,1
alive,2016-03-09,1
alive,2016-04-27,1
alive,2016-05-18,1
alive,2016-06-08,1
alive,2016-06-15,1
alive,2016-06-29,1
alive,2016-07-13,1
alive,2016-08-10,1
alive,2016-08-24,1
alive,2016-09-07,1
alive,2016-09-21,1
alive,2016-10-26,1
alive,2016-11-16,1
alive,2016-11-23,1
alive,2016-12-07,1
alive,2016-12-14,1
alive,2016-12-28,1
nkotbcruise2016,2016-01-27,1
nkotbcruise2016,2016-10-26,1
investor,2016-01-27,1
summit,2016-01-13,1
summit,2016-01-20,1
summit,2016-01-27,2
summit,2016-02-03,3
summit,2016-02-10,2
summit,2016-02-17,1
summit,2016-02-24,2
summit,2016-03-02,1
summit,2016-03-09,2
summit,2016-03-16,2
summit,2016-03-23,2
summit,2016-03-30,2
summit,2016-04-06,1
summit,2016-04-13,1
summit,2016-04-27,3
summit,2016-05-11,2
summit,2016-05-25,1
summit,2016-06-08,4
summit,2016-06-22,3
summit,2016-07-13,2
summit,2016-07-20,3
summit,2016-07-27,2
summit,2016-08-10,1
summit,2016-08-17,1
summit,2016-08-24,2
summit,2016-08-31,2
summit,2016-09-07,1
summit,2016-09-14,1
summit,2016-09-21,1
summit,2016-10-05,1
summit,2016-10-12,2
summit,2016-10-19,1
summit,2016-10-26,2
summit,2016-11-02,4
summit,2016-11-09,1
summit,2016-11-16,2
rio,2016-01-27,1
rio,2016-03-09,1
rio,2016-04-27,2
rio,2016-07-27,1
rio,2016-08-03,2
rio,2016-08-17,5
water,2016-01-20,2
water,2016-01-27,1
water,2016-04-20,1
water,2016-05-25,1
water,2016-06-01,1
water,2016-06-22,1
equity,2016-01-13,1
equity,2016-01-27,1
equity,2016-02-03,1
equity,2016-03-16,1
equity,2016-05-18,1
equity,2016-07-20,1
equity,2016-08-10,1
equity,2016-08-17,1
equity,2016-12-14,1
mn,2016-01-27,2
mn,2016-02-03,1
mn,2016-03-02,1
mn,2016-03-09,1
mn,2016-03-23,1
mn,2016-04-06,1
mn,2016-04-13,1
mn,2016-04-27,1
mn,2016-05-18,3
mn,2016-06-08,1
mn,2016-07-13,2
mn,2016-07-20,1
mn,2016-08-10,1
mn,2016-08-17,1
mn,2016-08-24,1
mn,2016-09-14,1
mn,2016-10-05,1
mn,2016-10-12,1
mn,2016-11-30,1
mn,2016-12-14,1
sheboygan,2016-01-27,1
sheboygan,2016-09-21,1
falls,2016-01-20,1
falls,2016-01-27,1
falls,2016-07-13,1
falls,2016-09-07,1
falls,2016-12-28,1
ex,2016-01-27,1
ex,2016-05-11,1
ex,2016-06-08,1
ex,2016-06-15,1
ex,2016-09-07,1
ex,2016-12-07,1
giant,2016-01-27,1
tyler,2016-01-27,1
tyler,2016-02-24,1
tyler,2016-04-06,1
tyler,2016-04-27,1
tyler,2016-05-04,1
tyler,2016-05-18,1
tyler,2016-07-06,1
tyler,2016-07-20,1
tyler,2016-07-27,1
tyler,2016-08-03,1
tyler,2016-09-21,1
tyler,2016-10-05,1
tyler,2016-10-19,1
tyler,2016-11-02,2
sash,2016-01-27,1
kev,2016-01-27,1
lil,2016-01-27,1
lil,2016-07-13,1
lil,2016-11-02,1
lil,2016-11-30,1
kim,2016-01-13,1
kim,2016-01-27,2
kim,2016-03-09,2
kim,2016-07-13,1
kim,2016-08-31,1
kim,2016-12-07,1
canal,2016-01-27,1
canal,2016-06-22,1
street,2016-01-13,1
street,2016-01-27,1
street,2016-03-09,1
street,2016-03-16,1
street,2016-04-20,1
street,2016-04-27,1
street,2016-08-03,1
street,2016-08-17,1
street,2016-11-09,1
tip,2016-01-27,1
tip,2016-05-11,1
drill,2016-01-27,1
media,2016-01-13,1
media,2016-01-20,1
media,2016-01-27,1
media,2016-03-16,1
media,2016-03-30,1
media,2016-07-06,1
media,2016-07-13,1
media,2016-08-03,1
media,2016-09-07,1
media,2016-09-14,1
media,2016-09-21,1
media,2016-10-12,1
media,2016-10-19,1
media,2016-10-26,1
media,2016-11-02,1
media,2016-11-30,1
general,2016-01-13,1
general,2016-01-27,1
general,2016-02-24,1
general,2016-07-06,1
general,2016-11-09,1
jaap,2016-01-27,1
van,2016-01-27,1
van,2016-03-02,1
van,2016-03-30,2
van,2016-10-12,1
van,2016-11-09,2
zweden,2016-01-27,1
warde,2016-01-27,1
manuel,2016-01-27,1
manuel,2016-02-03,1
manuel,2016-08-10,1
rami,2016-01-27,1
res,2016-01-13,1
res,2016-01-27,1
res,2016-03-30,1
res,2016-04-27,1
res,2016-10-05,1
apollo,2016-01-27,2
apollo,2016-03-30,1
apollo,2016-07-20,1
1,2016-01-27,4
1,2016-02-03,1
1,2016-04-13,1
1,2016-05-18,1
1,2016-05-25,1
1,2016-06-22,1
1,2016-07-06,1
1,2016-08-10,1
1,2016-08-24,1
1,2016-09-14,1
1,2016-09-21,1
1,2016-10-05,1
1,2016-10-19,1
name,2016-01-27,1
name,2016-04-20,1
name,2016-06-29,1
name,2016-07-13,1
name,2016-08-24,1
name,2016-09-07,1
name,2016-09-14,1
name,2016-10-19,1
name,2016-11-30,1
tornado,2016-01-27,2
tornado,2016-02-24,4
tornado,2016-03-23,1
tornado,2016-06-15,1
tornado,2016-06-22,1
tornado,2016-08-24,1
tornado,2016-11-30,2
warning,2016-01-27,1
warning,2016-02-24,1
warning,2016-03-09,1
warning,2016-03-16,1
warning,2016-07-06,1
warning,2016-08-24,1
warning,2016-09-21,1
barney,2016-01-27,1
barney,2016-02-17,1
barney,2016-06-22,1
hall,2016-01-27,1
hall,2016-02-03,1
hall,2016-04-13,1
hall,2016-06-01,1
hall,2016-06-22,1
hall,2016-06-29,1
hall,2016-07-06,1
hall,2016-08-03,1
hall,2016-09-21,1
hall,2016-10-05,1
hall,2016-11-09,1
hall,2016-11-16,1
teague,2016-01-27,2
teague,2016-06-22,1
mi,2016-01-13,1
mi,2016-01-27,1
mi,2016-02-10,1
mi,2016-02-17,1
mi,2016-03-02,1
mi,2016-03-16,1
mi,2016-04-13,1
mi,2016-04-20,1
mi,2016-04-27,1
mi,2016-05-11,1
mi,2016-08-10,2
mi,2016-08-17,2
mi,2016-09-07,1
mi,2016-09-14,1
mi,2016-10-19,1
az,2016-01-20,2
az,2016-01-27,1
az,2016-03-23,3
az,2016-06-15,1
az,2016-09-21,1
az,2016-10-12,1
az,2016-11-02,1
az,2016-11-30,1
ga,2016-01-20,1
ga,2016-01-27,1
ga,2016-02-17,1
ga,2016-04-27,1
ga,2016-07-20,1
ga,2016-08-31,1
ga,2016-10-12,1
ga,2016-11-30,1
national,2016-01-13,3
national,2016-01-20,4
national,2016-01-27,1
national,2016-02-03,2
national,2016-02-10,2
national,2016-02-24,2
national,2016-03-09,1
national,2016-03-23,1
national,2016-03-30,2
national,2016-04-06,4
national,2016-04-13,2
national,2016-04-20,1
national,2016-04-27,2
national,2016-05-04,1
national,2016-05-11,2
national,2016-05-18,1
national,2016-05-25,1
national,2016-06-01,1
national,2016-06-08,2
national,2016-06-15,2
national,2016-06-22,3
national,2016-06-29,1
national,2016-07-06,2
national,2016-07-13,2
national,2016-07-20,1
national,2016-07-27,2
national,2016-08-03,2
national,2016-08-10,3
national,2016-08-17,1
national,2016-08-24,1
national,2016-08-31,1
national,2016-09-07,2
national,2016-09-14,1
national,2016-09-28,3
national,2016-10-05,3
national,2016-10-12,3
national,2016-10-26,1
national,2016-11-02,2
national,2016-11-09,1
national,2016-11-16,1
national,2016-11-23,1
national,2016-12-07,1
national,2016-12-21,1
national,2016-12-28,1
chocolate,2016-01-27,1
chocolate,2016-11-09,1
chocolate,2016-12-28,1
cake,2016-01-27,1
cake,2016-03-16,1
day,2016-01-13,7
day,2016-01-20,10
day,2016-01-27,5
day,2016-02-03,9
day,2016-02-10,14
day,2016-02-17,5
day,2016-02-24,6
day,2016-03-02,5
day,2016-03-09,6
day,2016-03-16,7
day,2016-03-23,4
day,2016-03-30,12
day,2016-04-06,7
day,2016-04-13,9
day,2016-04-20,5
day,2016-04-27,15
day,2016-05-04,9
day,2016-05-11,6
day,2016-05-18,6
day,2016-05-25,12
day,2016-06-01,5
day,2016-06-08,7
day,2016-06-15,9
day,2016-06-22,6
day,2016-06-29,5
day,2016-07-06,8
day,2016-07-13,6
day,2016-07-20,5
day,2016-07-27,5
day,2016-08-03,6
day,2016-08-10,10
day,2016-08-17,6
day,2016-08-24,6
day,2016-08-31,7
day,2016-09-07,9
day,2016-09-14,2
day,2016-09-21,6
day,2016-09-28,4
day,2016-10-05,9
